Last Report Year,5 Digit NTDID,4 Digit NTDID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,Primary UZA Name,UZA,UZA Area SQ Miles,UZA Population,2016 Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,,,,
1993,50124,5124,Heart City Rider Program,Inactive,Full Reporter,South Bend,IN,1990,"Elkhart--Goshen, IN",228,52,"98,787",Pre 2016,"$262,658","$375,768","$393,622",,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,50126,5126,Lake County Association for the Retarded,Inactive,Full Reporter,Gary,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2016,"$28,910","$866,542","$967,431","$957,913","$1,179,983",,,,,,,,,,,,,,,,,,,,,,,,,
1995,50127,5127,Southlake Center for Mental Health,Inactive,Full Reporter,Merrillville,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2016,"$444,649","$391,621","$218,909","$234,039","$294,912",,,,,,,,,,,,,,,,,,,,,,,,,
1994,50128,5128,"Gary Neighborhood Services, Inc.",Inactive,Full Reporter,Gary,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2016,"$71,626","$84,299",$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,50129,5129,Hammond Yellow Coach Lines,Inactive,Full Reporter,Hammond,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2016,"$2,793,753",$0,"$719,621","$689,681",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,50131,5131,"Opportunity Enterprises, Inc.(OE)",Active,Full Reporter,Valparaiso,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2016,"$233,830","$199,795","$230,770","$167,368","$375,575",$0,$0,"$292,735","$424,687","$550,829","$420,872","$655,812","$518,343","$624,419","$908,294","$678,261","$713,900","$501,051","$554,398","$548,604","$572,681","$563,308","$643,557","$687,002","$716,880","$753,651",,,,
2016,50132,5132,Twin Cities Area Transportation Authority(TCATA),Active,Reduced Reporter,Benton Harbor,MI,2010,"Benton Harbor-St. Joseph-Fair Plain, MI",443,47,"61,022",Existing 2016,"$987,770","$974,837","$947,684","$1,072,997","$1,331,710","$1,170,341","$984,310","$1,393,608","$1,139,193","$1,451,857","$1,873,845","$1,461,513","$1,417,525","$1,643,980","$1,643,879","$1,859,233","$1,886,162","$1,961,581","$1,715,144","$2,951,507","$2,279,106","$2,280,964","$2,558,640","$2,459,363","$2,679,293","$2,434,023",,,,
2016,50133,5133,Chippewa Falls General Public Shared-Ride Taxi System(CFTN),Active,Reduced Reporter,Chippewa Falls,WI,2010,"Eau Claire, WI",297,69,"102,852",Existing 2016,"$230,312","$221,047","$238,667","$330,530","$323,203","$229,896","$231,318","$239,134","$265,574","$434,914","$349,171","$341,829","$345,201","$409,247","$427,112","$375,003","$390,150","$422,158",$0,$0,"$404,529","$442,207","$474,941","$512,398","$555,542","$533,966",,,,
1997,50134,5134,"Cook-Dupage Transportation Company, Inc.",Inactive,Full Reporter,Chicago,IL,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2016,$0,$0,$0,"$9,707,654","$11,666,279","$12,829,093","$11,355,944",,,,,,,,,,,,,,,,,,,,,,,
1999,50135,5135,City of Kankakee TaxiVan Program City Hall,Inactive,Full Reporter,Kankakee,IL,1990,"Kankakee, IL",337,24,"59,695",Pre 2016,"$35,752","$44,324","$42,499","$43,231","$38,538",$0,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,
1997,50136,5136,Northwestern IndianaRegional Planning Commission,Inactive,Full Reporter,Portage,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2016,$0,$0,$0,$0,$0,"$1,054,772","$1,036,425",,,,,,,,,,,,,,,,,,,,,,,
2012,50138,5138,City of Newark Transit Operations(Earthworks),Inactive,Reduced Reporter,Newark,OH,2010,"Newark, OH",369,42,"76,068",Pre 2016,"$412,172","$791,506","$731,771","$686,397","$722,271","$831,006","$1,050,461","$1,313,930","$1,233,354","$1,017,564","$1,120,279","$1,185,376","$1,200,108","$1,253,544","$1,057,555","$1,202,790","$1,490,929","$1,406,728","$887,991","$838,877","$1,309,407","$1,416,533",,,,,,,,
1995,50139,5139,Tri-City Community Mental Health Center,Inactive,Full Reporter,East Chicago,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2016,$0,"$260,196","$19,552","$221,670","$166,411",,,,,,,,,,,,,,,,,,,,,,,,,
2016,50141,5141,Detroit Transportation Corporation(Detroit People Mover),Active,Full Reporter,Detroit,MI,2010,"Detroit, MI",11,"1,337","3,734,090",Existing 2016,"$8,729,609","$9,166,956","$7,859,619","$15,200,890","$14,220,560","$13,220,440","$16,212,820","$17,612,319","$19,450,447","$11,467,841","$10,878,358","$12,692,911","$16,065,570","$14,804,982","$11,980,043","$15,641,127","$13,911,297","$18,303,015","$19,644,099","$16,507,038","$13,803,021","$12,940,905","$13,878,274","$17,113,664","$18,513,482","$17,784,300",,,,
2016,50142,5142,Steel Valley Regional Transit Authority(Steel Valley RTA),Active,Reduced Reporter,Steubenville,OH,2010,"Weirton-Steubenville, WV-OH-PA",389,51,"70,889",Existing 2016,"$412,086","$415,849","$445,216","$462,346",$0,"$580,554",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,297,197","$1,426,219","$1,344,756","$1,665,363","$1,502,197",,,,
2016,50143,5143,Brunswick Transit Alternative(BTA),Active,Full Reporter,Brunswick,OH,2010,"Cleveland, OH",25,772,"1,780,673",Existing 2016,$0,"$174,041","$391,857","$199,568","$216,758","$285,490","$740,832","$805,052","$313,433","$306,786","$345,834","$302,265","$693,550","$517,457","$352,238","$372,219","$360,549","$393,173","$370,762","$592,895","$330,856","$256,037","$288,246","$276,547","$276,323","$483,902",,,,
2016,50145,5145,City of Kokomo(COK),Active,Full Reporter,Kokomo,IN,2010,"Kokomo, IN",437,36,"62,182",Existing 2016,$0,"$593,085","$621,290","$615,320",$0,"$591,544","$762,956","$822,550","$735,505","$1,152,654","$950,552","$1,000,592","$1,043,593","$1,258,026","$1,731,782","$1,727,678","$2,048,899","$2,180,396","$2,329,694","$3,392,227","$2,277,807","$2,168,642","$3,681,489","$2,469,807","$2,173,455","$2,947,889",,,,
2016,50146,5146,Madison County Transit District(MCT),Active,Full Reporter,Granite City,IL,2010,"St. Louis, MO-IL",20,924,"2,150,706",Existing 2016,$0,$0,"$8,399,278","$8,583,086","$10,176,010","$11,832,161","$12,612,129","$30,800,438","$12,508,825","$11,852,448","$12,472,426","$12,314,071","$14,468,249","$14,766,766","$20,189,692","$25,203,752","$18,159,811","$21,832,562","$27,102,768","$23,552,155","$44,473,617","$23,213,157","$41,386,474","$25,719,843","$25,369,711","$25,724,420",,,,
2007,50147,5147,City of Holland Macatawa Area Express(MAX),Inactive,Full Reporter,Holland,MI,2000,"Holland, MI",278,48,"91,921",Pre 2016,$0,$0,$0,"$1,048,934","$770,664",$0,$0,"$832,580","$896,077","$2,487,835","$2,267,305","$1,918,729","$2,714,977","$2,273,997","$2,593,839","$3,363,732","$2,919,863",,,,,,,,,,,,,
2016,50148,5148,Blue Water Area Transportation Commission(Blue Water Area Transit),Active,Full Reporter,Port Huron,MI,2010,"Port Huron, MI",336,60,"87,106",Existing 2016,$0,$0,$0,$0,"$1,807,425","$3,045,470","$2,758,826","$5,052,182","$6,797,979","$5,963,810","$6,302,248","$6,397,924","$6,392,432","$7,436,276","$9,029,895","$16,721,835","$9,715,017","$14,942,780","$13,643,473","$11,226,927","$14,644,056","$16,115,203","$12,105,304","$13,892,900","$17,206,957","$15,931,433",,,,
2016,50149,5149,Michiana Area Council of Governments(MACOG),Active,Full Reporter,South Bend,IN,2010,"Elkhart, IN-MI",227,92,"143,592",Existing 2016,$0,$0,$0,"$745,402","$904,925","$964,369","$978,368","$1,028,517","$1,265,666","$1,818,498","$1,986,290","$1,954,093","$2,332,102","$2,154,758","$2,250,233","$2,068,661","$2,186,756","$2,560,119","$2,848,313","$3,971,111","$3,295,652","$3,124,791","$2,899,639","$2,685,208","$5,523,175","$4,111,298",,,,
1995,50150,5150,"Vancom Transportation, Inc.",Inactive,Full Reporter,Oakbrook Terrace,IL,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2016,$0,$0,$0,"$6,688,990","$8,642,434",,,,,,,,,,,,,,,,,,,,,,,,,
1995,50151,5151,"In-Pact, Inc.",Inactive,Full Reporter,Crown Point,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2016,$0,$0,$0,$0,"$164,851",,,,,,,,,,,,,,,,,,,,,,,,,
2016,50152,5152,Onalaska Shared Ride Taxi City of Onalaska,Active,Reduced Reporter,Onalaska,WI,2010,"La Crosse, WI-MN",298,51,"100,868",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$730,121","$805,155","$834,978","$942,763","$924,974","$926,316",,,,
2001,50153,5153,"Laidlaw Transit, Inc.",Inactive,Full Reporter,Schaumburg,IL,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,"$8,505,841","$8,809,230","$9,165,397",,,,,,,,,,,,,,,,,,,
2016,50154,5154,Metropolitan Council,Active,Full Reporter,St. Paul,MN,2010,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,"$40,325,848","$49,871,025","$53,971,270","$71,020,487","$74,841,061","$67,949,940","$68,434,007","$77,714,813","$77,164,972","$72,866,420","$92,699,254","$76,924,901","$73,221,970","$91,790,601","$92,667,578","$87,330,364","$31,544,161","$49,231,264",,,,
2016,50155,5155,Metro Mobility,Active,Full Reporter,St. Paul,MN,2010,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,"$18,757,792","$20,074,384","$31,376,097","$26,632,981","$28,300,428","$32,411,932","$33,436,778","$33,511,434","$36,279,351","$34,942,762","$33,824,694","$39,491,146","$42,953,771","$54,250,875","$52,121,998","$61,300,937","$61,258,505","$64,659,052",,,,
2016,50157,5157,Butler County Regional Transit Authority(BCRTA),Active,Full Reporter,Hamilton,OH,2010,"Cincinnati, OH-KY-IN",30,788,"1,624,827",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$5,903,774","$3,500,130","$956,819","$1,533,251","$1,624,252","$1,642,831","$1,819,250","$1,999,242","$2,598,877","$2,724,296","$3,534,459","$3,361,097","$4,685,942","$5,585,981","$10,748,640","$7,280,797",,,,
2016,50158,5158,University of Michigan Parking and Transportation Services(UMTS),Active,Full Reporter,Ann Arbor,MI,2010,"Ann Arbor, MI",125,160,"306,022",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$3,448,772","$5,335,113","$5,656,909","$6,165,226","$4,624,494","$7,719,013","$7,034,532","$5,531,969","$8,765,197","$6,251,325","$6,286,766","$6,327,147","$8,156,689","$8,579,381","$12,146,106","$9,356,400","$11,013,890",,,,
2016,50159,5159,River Valley Metro Mass Transit District(RVMMTD),Active,Full Reporter,Bourbonnais,IL,2010,"Kankakee, IL",350,37,"81,926",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,527,093",$0,$0,$0,$0,$0,"$2,574,807","$2,972,197","$4,058,619","$5,141,757","$6,306,073","$5,085,123","$5,493,235","$6,000,058","$6,532,111","$6,986,170","$7,199,640",,,,
2016,50160,5160,Washington County Transit,Active,Full Reporter,West Bend,WI,2010,"Milwaukee, WI",35,546,"1,376,476",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$830,277","$1,014,232","$1,517,037","$1,881,691","$1,892,866","$1,972,026","$2,594,673","$2,830,101","$3,311,835","$3,328,976","$3,178,784","$3,384,749","$3,757,311","$3,842,534","$3,716,304","$3,706,175","$3,590,623",,,,
2016,50161,5161,Ozaukee County Transit Services(OCTS),Active,Full Reporter,Port Washington,WI,2010,"Milwaukee, WI",35,546,"1,376,476",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$691,054","$1,928,846","$2,953,289","$2,068,891","$2,095,625","$2,454,236","$2,113,546","$2,603,883","$2,836,963","$2,762,273","$2,904,614","$3,259,046","$4,498,179","$2,984,837","$3,297,519","$3,399,491","$3,177,966",,,,
2016,50162,5162,TransPorte(Our Citys Wheels),Active,Reduced Reporter,Laporte,IN,2010,"Michigan City-La Porte, IN-MI",418,39,"66,025",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$925,196","$552,526","$721,793","$577,349","$580,513","$825,255",,,,
2016,50163,5163,Licking County Transit Board(LCTB),Active,Full Reporter,Newark,OH,2010,"Newark, OH",369,42,"76,068",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,754,355","$1,321,320","$1,078,274","$1,370,512","$1,505,556","$1,887,174","$2,428,266","$2,871,183","$4,578,262","$4,280,832","$4,231,820","$3,839,576",,,,
2016,50165,5165,Greene County Transit Board(Greene CATS),Active,Full Reporter,Xenia,OH,2010,"Dayton, OH",59,351,"724,091",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,873,848","$2,137,739","$2,703,816","$1,999,121","$2,607,571","$2,832,779","$3,455,912","$2,413,884","$2,479,480","$3,499,499","$3,330,216","$3,806,728","$3,362,717","$5,021,328","$3,849,876",,,,
2016,50166,5166,Clermont Transportation Connection(CTC),Active,Full Reporter,Batavia,OH,2010,"Cincinnati, OH-KY-IN",30,788,"1,624,827",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,718,045","$2,415,923","$1,953,998","$2,503,707","$2,403,602","$3,142,912","$3,881,327","$3,935,612","$4,224,325","$4,689,601","$3,343,180","$3,465,319","$3,471,562","$3,179,746","$3,883,679",,,,
2016,50167,5167,"South Lake County Community Services, Inc.(SLCCS)",Active,Full Reporter,Crown Point,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$222,285","$223,650","$249,003","$379,228","$440,306","$543,768","$800,935","$867,325","$824,495","$796,809","$838,668",,,,
2009,50168,5168,Clinton Area Transit System(Clinton Transit),Inactive,Full Reporter,St. Johns,MI,2000,"Lansing, MI",104,137,"300,032",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$555,933","$449,029","$497,967","$552,443","$645,914","$1,806,693","$1,176,996","$1,370,287",,,,,,,,,,,
2016,50169,5169,Miami County Public Transit(MCPT),Active,Full Reporter,Troy,OH,2010,"Dayton, OH",59,351,"724,091",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$533,681",$0,"$842,084","$1,000,385","$1,223,130","$1,273,728","$1,332,910","$1,673,553","$1,328,242","$1,067,671","$986,296","$1,103,514","$1,122,972","$1,143,977","$1,338,035",,,,
2016,50171,5171,Fond du Lac Area Transit(Fond du Lac Area Transit),Active,Reduced Reporter,Fond du Lac,WI,2010,"Fond du Lac, WI",468,29,"54,901",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,320,807","$1,300,979","$1,461,623","$1,645,621","$1,654,372","$1,676,542","$1,632,076","$3,092,322","$2,406,562","$1,753,834","$1,648,392","$1,616,030","$1,723,915",,,,
2016,50174,5174,City of Danville/Danville Mass Transit(DMT),Active,Reduced Reporter,Danville,IL,2010,"Danville, IL-IN",492,30,"50,996",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,336,557","$1,474,957","$1,465,276","$2,506,887","$2,094,397","$2,060,436","$3,740,772","$2,577,852","$2,727,625","$3,171,007","$2,613,614","$3,763,532",,,,
2011,50175,5175,Niles Trumbull Transit(NiTTS),Inactive,Reduced Reporter,Niles,OH,2010,"Youngstown, OH-PA",97,241,"387,550",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,285,555","$1,865,319","$1,814,459","$1,697,672",,,,,,,,,
2016,50176,5176,City of DeKalb(City of DeKalb),Active,Separate Service,DeKalb,IL,2010,"DeKalb, IL",404,26,"68,545",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,375,283","$1,559,108","$1,757,928","$2,915,880","$2,345,534","$3,572,485","$5,904,492","$3,728,517","$3,014,358","$3,736,601","$2,970,756",,,,
2016,50177,5177,ColumBUS Transit(ColumBUS),Active,Reduced Reporter,Columbus,IN,2010,"Columbus, IN",467,27,"54,933",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,264,096","$1,398,269","$1,598,749","$1,702,202","$1,846,784",,,,
2016,50179,5179,"Porter County Aging and Community Services, Inc.(PCACS)",Active,Full Reporter,Valparaiso,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$237,218","$445,578","$459,703","$626,295","$792,407","$762,482","$748,275","$718,667","$646,907","$688,352",,,,
2016,50180,5180,Livingston Essential Transportation Service(LETS),Active,Reduced Reporter,Howell,MI,2010,"South Lyon-Howell, MI",262,103,"119,509",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$3,049,417","$2,297,575","$2,239,224","$2,750,440","$2,301,576","$2,435,954","$2,550,653","$2,534,556","$3,684,466","$3,203,460",,,,
2011,50181,5181,City of Grand Haven Harbor Transit(Harbor Transit),Inactive,Reduced Reporter,Grand Haven,MI,2010,"Muskegon, MI",207,112,"161,280",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,522,075","$1,510,746","$1,453,531","$2,008,588","$1,825,734",,,,,,,,,
2016,50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services(PACE)",Active,Full Reporter,Arlington Heights,IL,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$83,704,648","$107,625,968","$125,830,625","$115,062,373","$127,733,250","$136,705,873","$147,881,293","$156,897,408","$154,634,127","$160,437,246",,,,
2016,50183,5183,City of Valparaiso,Active,Full Reporter,Valparaiso,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,263,910","$1,447,866","$1,315,099","$1,378,633","$1,507,783","$1,637,795","$1,964,029","$1,628,972",,,,
2016,50184,5184,Macatawa Area Express Transportation Authority(MAX),Active,Full Reporter,Holland,MI,2010,"Holland, MI",299,59,"99,941",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$3,873,430","$4,393,882","$6,283,177","$3,714,602","$4,320,917","$8,515,751","$4,459,881","$4,166,631","$5,300,394",,,,
2016,50185,5185,Northwestern Indiana Regional Planning Commission(NIRPC),Active,Planning Reporter,Portage,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,,$0,"$564,634","$1,932,659",,,,
2016,50186,5186,Lawrence County Port Authority(LCPA),Active,Reduced Reporter,Ironton,OH,2010,"Huntington, WV-KY-OH",178,130,"202,637",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$703,532","$1,276,228","$1,884,687","$1,190,422","$1,032,502","$1,061,262","$450,162","$533,653",,,,
2011,50189,5189,Michigan Department of Transportation(MDOT),Inactive,Full Reporter,Lansing,MI,2010,"Detroit, MI",11,"1,337","3,734,090",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$747,204","$3,131,419","$3,534,875",,,,,,,,,
2013,50190,5190,City of Chicago Department of Transportation(CDOT),Inactive,Building Reporter,Chicago,IL,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$14,191,269","$119,570,000","$1,771,689",,,,,,,
2016,50191,5191,Mid-Ohio Regional Planning Commission(MORPC),Active,Full Reporter,Columbus,OH,2010,"Columbus, OH",36,510,"1,368,035",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$645,385","$692,217","$569,434","$580,106",,,,
2011,50192,5192,NWI Regional Bus Authority(RBA),Inactive,Full Reporter,Portage,IN,2010,"Chicago, IL-IN",3,"2,443","8,608,208",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$3,624,527","$5,420,303",,,,,,,,,
2016,50193,5193,"VRide, Inc. - Michigan",Active,Full Reporter,Farmington Hills,MI,2010,"Detroit, MI",11,"1,337","3,734,090",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$9,888,912","$8,005,830","$7,660,351","$6,766,550","$6,254,445",,,,
2016,50194,5194,Boone County Council on Aging(BCCA),Active,Reduced Reporter,Belvidere,IL,2010,"Rockford, IL",127,153,"296,863",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$488,385","$469,403","$473,715","$498,898",,,,
2016,50195,5195,City of Shelby,Active,Reduced Reporter,Shelby,OH,2010,"Mansfield, OH",372,50,"75,250",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$43,046","$54,201","$32,294","$33,439","$32,878","$33,228",,,,
2016,50196,5196,Harbor Transit Multi-Modal Transportation System(Harbor Transit),Active,Reduced Reporter,Grand Haven,MI,2010,"Muskegon, MI",207,112,"161,280",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,897,486","$2,853,811","$3,116,733","$2,373,105","$2,933,322",,,,
